incident_id,event_date,town,location_raw,district,governorate,deaths_final,injuries_final,attack_type,target_description,first_nna_report,final_nna_update,nna_url_count,all_nna_urls,all_article_ids,location_ambiguous,casualty_count_ambiguous,merge_notes
INC-0023,2026-03-06,تول (Toul),مسجد الامام المهدي - طريق ثانوية بلال فحص - تول,Nabatieh,Nabatieh,1,0,airstrike,mosque,2026-03-06T07:36:00.000+02:00,2026-03-06T07:36:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/417806/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%8A%D9%84%D8%A7-%D9%88%D8%B5%D8%A8%D8%A7%D8%AD%D8%A7-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%AD%D8%B5%D8%AF%D8%AA-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AF%D9%85%D8%B1%D8%AA-%D9%85%D8%B3%D8%AC%D8%AF%D8%A7-%D9%88%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D9%85%D8%A8%D8%A7%D9%86%D9%8A-2,417806,0,0,"roundup article; named victim: mosque muezzin Mahdi Fahs. Also mentions Jbeshit building strike ~2 dead (unconfirmed/hedged wording) - see separate row logic; other strikes (Meifadoun, Nabatieh Bayyad, Kfartebnit homes, Kawthariyet al-Rez, Qaaqaait al-Jisr, Ainata) reported without confirmed deaths"
INC-0024,2026-03-06,جبشيت (Jbeshit),جبشيت,Nabatieh,Nabatieh,2,0,airstrike,building,2026-03-06T07:36:00.000+02:00,2026-03-06T07:36:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/417806/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D9%84%D9%8A%D9%84%D8%A7-%D9%88%D8%B5%D8%A8%D8%A7%D8%AD%D8%A7-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%AD%D8%B5%D8%AF%D8%AA-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AF%D9%85%D8%B1%D8%AA-%D9%85%D8%B3%D8%AC%D8%AF%D8%A7-%D9%88%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D9%85%D8%A8%D8%A7%D9%86%D9%8A-2,417806b,0,1,"same source article as 417806 (Toul mosque); casualty figure hedged ('وافيد عن' = it was reported, unconfirmed) - separate incident/location from Toul mosque so split into own row"
INC-0025,2026-03-06,صريفا (Srifa),صريفا,Tyre,South Lebanon,1,0,airstrike,unspecified,2026-03-06T07:38:28.000+02:00,2026-03-06T07:38:28.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/417808/%D8%B4%D9%87%D9%8A%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D8%B1%D9%8A%D9%81%D8%A7-2,417808,0,0,
INC-0026,2026-03-06,صيدا (Sidon),صيدا,Sidon,South Lebanon,5,7,airstrike,Al-Maqassed building,2026-03-06T10:35:17.000+02:00,2026-03-06T10:47:21.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/417856/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D9%85%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D9%85%D9%82%D8%A7%D8%B5%D8%AF-%D9%81%D9%8A-%D8%B5%D9%8A%D8%AF%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/417863/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%887-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D9%8A%D8%AF%D8%A7-2,417856;417863,0,0,chain continues in 417863 | MoPH update to 417856 chain
INC-0027,2026-03-06,قلاويه (Qalawiyeh),قلاويه,Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,2026-03-06T19:34:43.000+02:00,2026-03-06T19:55:00.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418036/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D9%82%D9%84%D9%88%D9%8A%D9%87-2;https://www.nna-leb.gov.lb/ar/news/418038/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AC%D9%88%D9%8A%D8%A9-%D9%85%D8%B3%D8%A7%D8%A1-%D8%B9%D9%84%D9%89-%D9%8A%D8%A7%D8%B7%D8%B1-%D9%88%D8%B4%D9%82%D8%B1%D8%A7-%D9%88%D9%82%D9%84%D8%A7%D9%88%D9%8A%D9%87-%D9%88%D8%A7%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-2,418036;418038,0,0,"likely same event as 418038's Qalawiyeh mention (spelling variant قلاويه) - flag for merge review; district corrected to Bint Jbeil per 419080 (batch 3) | likely duplicate of 418036 (same village, same evening); article also covers Yatar and Shaqra strikes w/ no deaths reported; district corrected to Bint Jbeil per 419080 (batch 3)"
INC-0028,2026-03-06,كفررمان (Kfarremen),كفررمان,Nabatieh,Nabatieh,2,0,airstrike,unspecified (named brothers Hassan and Ali Kamal Abu Zeid),2026-03-06T14:43:14.000+02:00,2026-03-06T14:43:14.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/417963/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%D9%88%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%AF%D8%B1%D8%A7%D8%AC%D8%A9-%D9%88%D9%88%D9%82%D9%88%D8%B9-%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9-%D9%88%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2,417963,0,0,article also covers Bint Jbeil/Haniyeh/Aita al-Shaab/Ramyeh strikes and a motorcycle drone strike w/ only 1 injury (no death) - not incident-worthy on their own
INC-0029,2026-03-06,مجدل سلم (Majdal Selem),مجدل سلم,Tyre,South Lebanon,9,0,airstrike,residence,2026-03-06T16:26:00.000+02:00,2026-03-06T16:26:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/417990/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-9-%D8%A7%D8%B4%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D9%85%D9%86%D8%B2%D9%84%D8%A7-%D9%81%D9%8A-%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-%D9%88%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%86%D9%8A%D8%A9-2,417990,0,0,"named: Saleh family, mostly women/children; article also mentions a strike on Haniyeh w/ no toll here - see 418000"
INC-0030,2026-03-07,Sharqiya/Kawthariyet al-Sayad road,طريق الشرقية - كوثرية السياد,Nabatieh,Nabatieh,1,0,airstrike,vehicle presumed (road strike),2026-03-07T20:27:01.000+02:00,2026-03-07T20:27:01.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418268/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%B2%D8%A8%D8%AF%D9%8A%D9%86-%D9%88%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AF-%D9%88%D8%B2%D9%88%D8%B7%D8%B1---%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-2,418268b,1,0,"same source article as 418268; strike on road between two towns, not a single town - split into own row"
INC-0031,2026-03-07,"الشرقية (Sharqiya - village, distinct from Zawtar al-Sharqiya)",الشرقية,Nabatieh,Nabatieh,3,0,airstrike,unspecified,2026-03-08T13:00:59.000+02:00,2026-03-08T13:00:59.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418413/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AD%D9%8A-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D8%B6-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%B9%D8%B1%D8%A8%D8%B5%D8%A7%D9%84%D9%8A%D9%85-2,418413,0,0,"retrospective mention of a prior night's strike; town identity uncertain - could be a village literally named 'Sharqiya' or a truncated ref to Zawtar al-Sharqiya, verify. Article also covers same-day Bayad/Nabatieh and Arabsalim strikes w/ no deaths reported"
INC-0032,2026-03-07,النبي شيت (Nabi Chit - raid also affected Khirbeh/Sarain/Ali al-Nahri),النبي شيت - الخريبة,Baalbek,Baalbek-Hermel,26,,ground commando raid + supporting airstrikes,Lebanese Army statement confirming the same helicopter-landed force/firefight as 418101; gives partial figure only ('3 soldiers and a number of citizens'),2026-03-07T07:54:16.000+02:00,2026-03-07T11:32:38.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418101/26-%D8%B4%D9%87%D9%8A%D8%AF%D9%8B%D8%A7-%D9%81%D9%8A-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%82%D9%88%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D9%85%D8%A7%D9%86%D8%AF%D9%88%D8%B3-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-%D9%81%D8%AC%D8%B1%D9%8B%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/418148/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%B1%D8%B5%D8%AF%D9%86%D8%A7-%D8%A5%D9%86%D8%B2%D8%A7%D9%84%D9%8B%D8%A7-%D9%84%D9%82%D9%88%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AD%D9%8A%D8%B7-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D8%AE%D8%B1%D9%8A%D8%A8%D8%A9---%D8%A8%D8%B9%D9%84%D8%A8%D9%83-%D8%B9%D9%86%D8%AF-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-2,418101;418148,1,1,"MAJOR distinct incident, NOT a simple airstrike - flag attack_type separately in stats. Of the 26 dead: 3 explicitly identified as Lebanese Army soldiers + 1 General Security (per source); breakdown by locality: 15 Nabi Chit, 9 Khirbeh, 1 Sarain, 1 Ali al-Nahri. Corroborated by Army statement 418148. Reconciliation with 418161's 41-total figure unclear - flag heavily for user review | official Army corroboration of 418101 - same incident, do not double count; casualty figure here is partial/vague, defer to 418101's fuller breakdown"
INC-0033,2026-03-07,النبي شيت (Nabi Chit/Nabi Sheet),النبي شيت,Baalbek,Baalbek-Hermel,16,35,airstrike,"residential neighborhoods (running total, pre-commando-raid)",2026-03-07T05:56:00.000+02:00,2026-03-07T07:22:29.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418071/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D9%88%D8%AC%D8%B1%D8%AD-16-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%AF%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-2;https://www.nna-leb.gov.lb/ar/news/418094/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A5%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%BA%D9%8A%D8%B1-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D9%8A-%D8%B4%D9%8A%D8%AA-2,418071;418094,0,1,"labeled 'renewed' (متجددة) strikes - possibly a distinct new wave rather than simple continuation; reconciliation with 418094/418161 totals is unclear - flag heavily for merge review | aggregate update in Nabi Chit chain, published just before the commando-raid report (418101) - likely does not yet include those 26"
INC-0034,2026-03-07,جبال البطم (Jabal al-Botm),جبال البطم,Tyre,South Lebanon,3,4,drone strike,café,2026-03-07T21:45:00.000+02:00,2026-03-08T05:10:07.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418284/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%82%D9%87%D9%89-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%AC%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B7%D9%85-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1%D9%88%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-2;https://www.nna-leb.gov.lb/ar/news/418298/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AC%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B7%D9%85-%D9%84%D9%8A%D9%84%D8%A7-%D8%A3%D8%AF%D8%AA-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%88%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-2,418284;418298,0,0,chain continues/confirmed in 418298 | confirms/duplicates 418284 - do not double count
INC-0035,2026-03-07,جبشيت (Jbeshit - separate afternoon strike),جبشيت,Nabatieh,Nabatieh,3,0,airstrike,unspecified,2026-03-07T16:39:00.000+02:00,2026-03-07T16:39:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418222/%D8%A7%D9%84%D8%B9%D8%AF%D9%88-%D8%B5%D8%B9%D9%91%D8%AF-%D9%88%D8%AA%D9%8A%D8%B1%D8%A9-%D8%B9%D8%AF%D9%88%D8%A7%D9%86%D9%87-%D8%A8%D8%B9%D8%AF-%D8%B8%D9%87%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D8%AA%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-2,418222b,0,0,"same source article as 418222; distinct afternoon strike, separate from the morning's 6-dead Jbeshit massacre (418093) - flag for merge review whether additive or overlapping"
INC-0036,2026-03-07,جبشيت (Jbeshit),جبشيت,Nabatieh,Nabatieh,6,0,airstrike,residence,2026-03-07T07:21:20.000+02:00,2026-03-07T07:21:20.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418093/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D8%A7%D8%AF%D8%AA-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-4-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-2,418093,0,0,"4 of 6 from one family; article also reports later-morning strike destroying town square (no add'l deaths given here), plus Kawthariyet al-Rez/Ansar/Zawtar al-Sharqiya strikes w/ no deaths, and a vague/unconfirmed Kfartebnit death report - see separate row for that"
INC-0037,2026-03-07,خربة سلم (Khirbet Selm),خربة سلم,Bint Jbeil,Nabatieh,6,5,airstrike,unspecified,2026-03-07T21:58:18.000+02:00,2026-03-07T21:58:18.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418287/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AE%D8%B1%D8%A8%D8%A9-%D8%B3%D9%84%D9%85-6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%885-%D8%AC%D8%B1%D8%AD%D9%89-2,418287,0,0,toll for the Khirbet Selm strike mentioned in passing in 418222's roundup
INC-0038,2026-03-07,زبدين (Zebdine),زبدين - محطة القبيسي,Nabatieh,Nabatieh,,,airstrike,unspecified,2026-03-07T20:27:01.000+02:00,2026-03-07T20:27:01.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418268/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%B2%D8%A8%D8%AF%D9%8A%D9%86-%D9%88%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AF-%D9%88%D8%B2%D9%88%D8%B7%D8%B1---%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-2,418268,0,1,"death count vague ('a number of martyrs'), no figure given"
INC-0039,2026-03-07,زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية,Nabatieh,Nabatieh,5,0,airstrike,two separate residential buildings (town center + Harit al-Fawqa neighborhood),2026-03-07T12:17:44.000+02:00,2026-03-07T12:17:44.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418162/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-2,418162,0,0,"ADDED during validation audit - originally missed during initial classification (present in the batch-2 source dump but skipped). Two days after and distinct from the March 5 417516/417534 Zawtar al-Sharqiya cluster - separate incident, different date"
INC-0040,2026-03-07,شمسطار (Shamsatar),شمسطار,Baalbek,Baalbek-Hermel,6,0,airstrike,residence,2026-03-07T07:14:04.000+02:00,2026-03-07T12:00:24.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418090/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%81%D8%AC%D8%B1%D9%8B%D8%A7-%D8%A8%D8%AD%D9%82-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%86%D8%A7%D8%B2%D8%AD%D8%A9-%D8%A5%D9%84%D9%89-%D8%B4%D9%85%D8%B3%D8%B7%D8%A7%D8%B1-2;https://www.nna-leb.gov.lb/ar/news/418157/6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%B4%D9%85%D8%B3%D8%B7%D8%A7%D8%B1-2,418090;418157,0,0,entire family of 6 (2 parents+4 children) killed; update/confirmation in 418157 | MoPH update/confirmation of 418090 chain (4 children + 1 woman + implied father)
INC-0041,2026-03-07,صريفا (Srifa),صريفا,Tyre,South Lebanon,2,0,airstrike,unspecified,2026-03-07T17:00:00.000+02:00,2026-03-07T17:00:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418230/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D8%B1%D9%8A%D9%81%D8%A7-2,418230,0,0,"different date from the earlier 1-dead Srifa strike (417808, March 5) - separate incident"
INC-0042,2026-03-07,كفرتبنيت (Kfartebnit),كفرتبنيت,Nabatieh,Nabatieh,,,airstrike,unspecified,2026-03-07T07:21:20.000+02:00,2026-03-07T07:21:20.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418093/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D8%A7%D8%AF%D8%AA-%D8%A7%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-4-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-2,418093b,0,1,"same source article as 418093 (Jbeshit massacre); casualty figure hedged ('وافيد عن ارتقاء شهداء' = reported, unconfirmed, no number) - separate location so split into own row"
INC-0043,2026-03-07,كفررمان (Kfarremen),كفررمان,Nabatieh,Nabatieh,2,0,drone strike,unspecified,2026-03-07T20:59:13.000+02:00,2026-03-07T21:34:38.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/418275/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-%D9%88%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D9%88%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-%D9%88%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%AF%D8%B1%D8%A7%D8%AC%D8%A9-%D9%86%D8%A7%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2;https://www.nna-leb.gov.lb/ar/news/418281/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2,418275;418281,0,1,"death count hedged ('وافيد عن')- likely same event as 418281's MoPH confirmation, flag for merge review; article also covers Nabatieh al-Fawqa, Jabal al-Ahmar/Jbeshit, and Aitaroun strikes w/ no deaths reported | MoPH confirmation, likely same incident as 418275 - do not double count"
INC-0044,2026-03-07,كوثرية الرز (Kawthariyet al-Rez - separate responder-team strike),كوثرية الرز,Sidon,South Lebanon,3,0,strike on rescue/civil-defense team,Civil Defense - Islamic Health Authority rescue team (explicitly identified by source),2026-03-07T18:44:47.000+02:00,2026-03-07T18:44:47.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418252/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%AC%D8%B1%D8%AD%D9%89-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%A7%D9%84%D8%B9%D8%AF%D9%88-%D9%81%D8%B1%D9%82-%D8%A7%D9%84%D8%A5%D8%B3%D8%B9%D8%A7%D9%81-%D9%88%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8-2,418252,0,0,"distinct incident from 418139 (different target - rescue team, not the sheikh's home); article also covers Jbeshit/Arnoun responder strikes w/ injuries only, no deaths"
INC-0045,2026-03-07,كوثرية الرز (Kawthariyet al-Rez),كوثرية الرز,Sidon,South Lebanon,2,0,airstrike,residence (sheikh's home),2026-03-07T10:57:00.000+02:00,2026-03-07T10:57:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/418139/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%86%D8%B2%D9%84-%D8%A3%D8%AD%D8%AF-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE-%D9%81%D9%8A-%D9%83%D9%88%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D8%B2-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B4%D8%AE%D8%B5%D9%8A%D9%86-2,418139,0,0,"named: sheikh Adel al-Turki's two sons; sheikh himself badly wounded; district uncertain (may be Zahrani caza), verify"
